adsh,name,sic,countryba,cityba,fye,form,period,fy,fp,custom,abstract,datatype,qtrs,uom,iprx,value,instance,Ticker,Name,S&P Rating,Mkt cap,sales 1,country,industry,foreign scr,sales 2,ebitda,fcf,net income,ltm sales gr,ltm ebitda gr,ltm ni gr,sales gr,sales 3yr avg growth,ebitda gr,ni growth,ni 5yr gr,tang assets,tang eq,ebitda/int,debt/t. bv,cfo,cash,debt,cash int,interest,ebit,ret on cap,capex,cfo/debt,debt/ebitda,cfo/interest,ebitda/int.1,ebit/int,ebit/sales,debt/t asts,cfo/capex
0000750577-17-000039,HANCOCK HOLDING CO,6022.0,US,GULFPORT,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,85180800.0,hbhc-20170930.xml,HBHC US,HANCOCK HOLDING CO,BBB,4426397184.0,1210003008.0,US,Commer Banks-Southern US,8.08547E-15,1168.362,,390.788,215.632,19.78721487,,22.94532347,18.86305278,8.547121217,,63.43912518,4.856053883,26499.923,2048.786,,0.848484672,411.085,386.948,,,,,5.333650277,-20.297,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,20.25348574
0000050104-17-000229,ANDEAVOR,2911.0,US,SAN ANTONIO,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,155997314.0,andv-20170930.xml,ANDV US,ANDEAVOR,BBB-,21264445440.0,38637000704.0,US,Oil Refining&Marketing,,34975,2546,284,1528,47.92679658,17.56985605,130.7692308,42.27890326,-0.481009341,9.176672384,6.793099074,-2.432344578,23694,8536,7.033149171,1.877257094,1630,543,4270000000,3.340163934,439,1525,11.72984266,-1346,0.381733021,1.677140613,3.712984055,7.033149171,3.4738041,0.043602573,0.1802144,1.210995542
0000863436-17-000038,BENCHMARK ELECTRONICS INC,3672.0,US,SCOTTSDALE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,49723053.0,bhe-20170930.xml,BHE US,BENCHMARK ELECTRONICS INC,BB,1308141568.0,2508446016.0,US,Electronic Compo-Misc,37.03470447,2466.811,127.275,95.056,-31.965,8.164959318,7.410878769,,6.769173503,-3.820014676,-2.677840905,11.31691533,2.188933109,1814.837,1046.339,14.63267418,0.21449882,145.842,742.546,,15.50685805,9.405,78.603,-4.321947407,-50.786,#VALUE!,#VALUE!,15.50685805,14.63267418,8.357575758,0.031864217,#VALUE!,2.871696924
0001030469-17-000036,OFG BANCORP,6022.0,PR,SAN JUAN,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,43947442.0,ofg-20170930.xml,OFG US,OFG BANCORP,B,626548864.0,420766000.0,PR,Commer Banks-Southern US,0,424.334,,144.971,52.646,-0.728552756,,-9.560375634,0.217991502,-5.402312952,,-25.85297317,0.725954718,6099.645,855.699,,0.519817914,151.44,478.182,,,,,10.43399165,-6.469,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,23.41010975
0001175454-17-000026,FLEETCOR TECHNOLOGIES INC,7389.0,US,NORCROSS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,89560788.0,flt-20170930.xml,FLT US,FLEETCOR TECHNOLOGIES INC,BB+,18226034688.0,2314604992.0,US,Commercial Serv-Finance,,2249.538,1142.208,605.63,740.2,19.45010546,21.4940861,70.20718814,22.82181283,24.11871223,19.94908868,17.02793558,20.42668973,3877.579,-3764.258,10.07096001,-1.268650622,675.723,913.595,,,,883.76,10.20636773,-70.093,#VALUE!,#VALUE!,#VALUE!,10.07096001,#VALUE!,0.39286289,#VALUE!,9.640377784
0001281761-17-000104,REGIONS FINANCIAL CORP,6021.0,US,BIRMINGHAM,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,1159971493.0,rf-20170930.xml,RF US,REGIONS FINANCIAL CORP,BBB+,21676771328.0,6171000064.0,US,Commer Banks-Southern US,,6093,,2131,1263,3.923880094,,15.53316541,2.111613876,3.529810185,,16.23659292,4.72904276,119213,11111,,0.811536498,2281,2012,2650000000,,,,5.946576655,-150,0.860754717,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,0.022229119,15.20666667
0000040533-17-000043,GENERAL DYNAMICS CORP,3730.0,US,FALLS CHURCH,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,298582883.0,gd-20171001.xml,GD US,GENERAL DYNAMICS CORP,A+,59555201024.0,31067000320.0,US,Aerospace/Defense,24.06612211,30973,4618,3451,2912,1.772259713,6.596980256,9.428359317,1.348123425,0.173500613,10.29376642,13.13923106,6.151966168,22430,-1181,,-7.337485844,3879,2983,13525000000,33.15384615,117,4177,19.05192498,-428,0.286802218,2.928757038,33.15384615,,35.7008547,0.134859394,0.602987071,9.063084112
0001193125-17-369971,NOMURA HOLDINGS INC,6211.0,JP,TOKYO,331.0,6-K,20170930,2017,Q2,0,0,shares,0,shares,,3486142097.0,nmr-20170930.xml,8604 JP,NOMURA HOLDINGS INC,A-,2233870000000.0,1972160000000.0,JP,Finance-Invest Bnkr/Brkr,34.94441622,1972158,874926,-809978,219343,14.96004701,23.91982347,-8.46100235,14.96004701,1.257511578,23.91982347,-8.812600734,13.68104488,42747257,2738970,2.295063956,14.34828872,-524817,2354639,4.90495E+12,,,803347,0.566829106,-285161,-0.106997476,5.606128395,#VALUE!,2.295063956,#VALUE!,0.407344138,0.114742976,-1.84042348
0001193125-17-366393,AMDOCS LTD,7371.0,GB,ISLAND OF GUERNSEY,930.0,20-F,20170930,2017,FY,0,0,shares,0,shares,,144391245.0,dox-20170930.xml,DOX US,AMDOCS LTD,BBB,9440101376.0,3916469952.0,US,Computer Services,,3867.155,732.218,502.72,436.826,3.295375871,1.291378556,8.258132622,4.005293918,2.765790484,5.365417048,6.726862364,2.370847593,2880.845,1175.535,639.4917031,0.153433457,636.112,649.611,,397.57,1.6,517.333,11.49144758,-133.392,#VALUE!,#VALUE!,397.57,639.4917031,323.333125,0.133776122,#VALUE!,4.768741754
0000764478-17-000039,BEST BUY CO INC,5731.0,US,RICHFIELD,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,292326497.0,bby-20171028.xml,BBY US,BEST BUY CO INC,BBB,22132303872.0,42151000064.0,US,Retail-Consumer Electron,8.277383692,42151,2526,1453,1000,6.974088267,0.717703349,-18.56677524,6.974088267,1.549131798,0.717703349,19.87632509,15.15982838,12606,3169,31.18518519,0.427579678,2141,1101,1150000000,28.54666667,75,1843,18.00614739,-688,1.86173913,0.455265241,28.54666667,31.18518519,24.57333333,0.043723755,0.0912264,3.111918605
0001321646-17-000137,KRATON CORP,2821.0,US,HOUSTON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,31296121.0,kra-20170930.xml,KRA US,KRATON CORP,B+,1532193152.0,2004628992.0,US,Chemicals-Specialty,64.78981943,1960.362,339.286,139.114,97.549,12.47389618,7.006771223,341.6322072,12.39937527,21.68636244,29.54346739,131.9748429,,1751.345,-514.663,3.262522237,-3.172846841,255.44,89.052,1511841750,,,202.124,9.18799931,-116.326,0.168959483,4.455950879,#VALUE!,3.262522237,#VALUE!,0.103105447,0.863246105,2.195897736
0000096021-17-000170,SYSCO CORP,5140.0,US,HOUSTON,630.0,10-Q,20170930,2018,Q1,0,0,shares,0,shares,,521056320.0,syy-20170930.xml,SYY US,SYSCO CORP,BBB+,33004613632.0,57832464384.0,US,Food-Wholesale/Distrib,19.82147053,55371.139,2955.163,1490.047,1142.503,5.924171011,2.96621027,22.22319299,9.93552931,6.017143672,17.5851998,9.946098974,0.571216695,12803.016,-2489.284,10.3680835,-3.072263095,2176.425,869.502,9122987000,7.137785488,302.878,2053.171,14.29192078,-686.378,0.238564957,3.087134957,7.18581409,10.3680835,6.778871361,0.037080166,0.712565461,3.170883974
0000033185-17-000032,EQUIFAX INC,7320.0,US,ATLANTA,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,120079376.0,efx-20170930.xml,EFX US,EQUIFAX INC,BBB+,13768960000.0,3395699968.0,US,Commercial Serv-Finance,29.22193802,3362.2,1115.5,597.8,587.3,4.524886878,-8.249584899,-2.796296296,6.909599669,11.43478786,2.659672373,2.663115846,12.74158946,1707.4,-2287,11.51186791,-1.162464614,816,336.4,2715300000,8.793103448,92.8,824.6,10.37709832,-218.2,0.30051928,2.434155087,8.793103448,11.51186791,8.885775862,0.245256082,1.590312756,3.739688359
0001564590-17-023061,ECLIPSE RESOURCES CORP,1311.0,US,STATE COLLEGE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,262740355.0,ecr-20170930.xml,ECR US,ECLIPSE RESOURCES CORP,B-,507516032.0,389764000.0,US,Oil Comp-Explor&Prodtn,,381.435,129.263,-181.04,8.525,19.5642771,49.22856794,84.53268751,39.34716692,48.37566601,807.618312,84.88195435,,1223.527,572.354,2.729255521,,112.746,17.224,555465000,,,10.445,0.198697299,-293.786,0.202975885,4.297169337,#VALUE!,2.729255521,#VALUE!,0.027383434,0.453986712,0.383769138
0001144204-17-057598,STEEL DYNAMICS INC,3312.0,US,FORT WAYNE,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,236951784.0,stld-20170930.xml,STLD US,STEEL DYNAMICS INC,BB+,12018459648.0,9774456064.0,US,Steel-Producers,5.491499609,9538.797,1365.88,574.671,812.741,16.30685491,10.42893167,61.37698363,22.65222205,3.930727227,33.37694993,34.7263346,29.01744113,6211.93,2662.506,10.08915579,0.833723676,739.606,1028.649,2388200000,5.116680964,134.399,1066.881,16.49514789,-164.935,0.309691818,1.748469851,5.503061779,10.08915579,7.938161742,0.111846494,0.384453785,4.48422712
0000097134-17-000043,TENNANT CO,3580.0,US,MINNEAPOLIS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,17851541.0,tnc-20170930.xml,TNC US,TENNANT CO,BB,1353135488.0,1084854016.0,US,Machinery-General Indust,,1003.066,70.297,33.737,-6.195,32.33687133,18.89306325,-97.28923544,24.05401127,7.472514671,-19.0108067,-49.86817838,-10.02091211,635.586,-59.917,4.940750633,-5.927910189,54.174,58.398,,2.133338584,25.394,27.044,-0.157286755,-20.437,#VALUE!,#VALUE!,2.133338584,4.940750633,1.064975979,0.026961337,#VALUE!,2.650780447
0001564590-17-023139,GENPACT LTD,8742.0,BM,HAMILTON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,193042398.0,g-20170930.xml,G US,GENPACT LTD,BBB-,5823975424.0,2802846016.0,US,Computer Services,,2736.929,423.542,301.847,263.111,8.467257574,-3.613911808,3.875047781,6.463974022,6.296352927,0.243542802,5.612885976,8.980334426,1980.909,-39.918,15.20633325,-13.54093045,359.078,504.468,,8.995615903,39.917,328.627,10.56962653,-57.231,#VALUE!,#VALUE!,8.995615903,15.20633325,8.232757973,0.120071438,#VALUE!,6.274187066
0001193125-17-338146,ENCANA CORP,1311.0,CA,CALGARY,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,973114451.0,eca-20170930.xml,ECA CN,ENCANA CORP,BBB-,16554916864.0,4421000000.0,CA,Oil Comp-Explor&Prodtn,69.71007121,4001,1901,-746,827,27.99652577,321.3302752,,37.11446196,-13.91775483,,-2.654933009,-15.41292137,12658,4119,5.137837838,1.005017921,1050,719,5389730607,2.892561983,363,1068,2.391315216,-1796,0.194814932,2.835208105,2.892561983,5.137837838,2.94214876,0.266933267,0.425796382,0.584632517
0001585364-17-000159,PERRIGO CO PLC,2834.0,IE,DUBLIN,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,140840721.0,prgo-20170930.xml,PRGO US,PERRIGO CO PLC,BBB-,10478812160.0,4969200000.0,IE,Medical-Generic Drugs,99.38538676,4946.2,1043,610.3,119.6,2.29743083,,,-6.332613718,6.341896061,,-7.298953817,-3.531809827,4072.6,-1385.6,5.559701493,-2.464820967,698.9,678.7,2546119754,4.157644259,168.1,598.2,3.027953709,-88.6,0.274496123,2.441150292,4.157644259,5.559701493,3.558596074,0.120941329,0.625182869,7.888261851
0001095073-17-000050,EVEREST RE GROUP LTD,6331.0,BM,HAMILTON,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,41069690.0,re-20170930.xml,RE US,EVEREST RE GROUP LTD,A-,9387398144.0,6868449920.0,BM,Reinsurance,,6608.071,,1162.693,468.968,13.7710992,,-65.27433013,14.0434313,4.716342258,,-62.69184873,-17.30971776,23591.792,8369.232,,0.075915069,1162.693,635.067,#N/A Field Not Applicable,,31.603,,9.012673478,0,#VALUE!,#VALUE!,36.7905895,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!
0001193125-17-338369,POPULAR INC,6022.0,PR,HATO REY,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,102059726.0,bpop-20170930.xml,BPOP US,POPULAR INC,BB-,4804364800.0,2179821984.0,PR,Commer Banks-Southern US,20.47611537,2145.111,,572.815,107.681,11.85899689,,-52.78605038,11.00134592,2.37388867,,-22.30881821,1.40732425,43614.371,4440.939,,0.489299965,635.512,402.857,,,,,7.659524842,-62.697,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,10.13624256
0001520006-17-000199,MATADOR RESOURCES CO,1311.0,US,DALLAS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,108447030.0,mtdr-20170930.xml,MTDR US,MATADOR RESOURCES CO,B,3863283200.0,601142008.0,US,Oil Comp-Explor&Prodtn,1.01067E-14,534.561,328.628,-521.136,125.867,62.97559468,215.9576506,161.4991608,74.88745665,18.76460122,,,45.25498083,2145.69,1257.546,10.03137973,0.465911839,299.125,96.505,620000000,7.144989848,34.565,151.126,10.63031251,-820.261,0.482459677,1.886631693,8.653985245,10.03137973,4.37222624,0.282710486,0.28895134,0.364670513
0000849869-17-000042,SILGAN HOLDINGS INC,3411.0,US,STAMFORD,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,110372916.0,slgn-20170930.xml,SLGN US,SILGAN HOLDINGS INC,BB+,3019365376.0,4296724032.0,US,Containers-Metal/Glass,23.94361755,4089.854,531.052,215.336,269.659,18.51096318,30.30227859,94.7305972,13.20097849,1.802978796,19.93369287,10.66392174,0.019391608,3056.907,-822.477,5.441385317,-3.799065439,389.765,53.533,2655407479,3.508141094,110.257,356.99,11.35918751,-174.429,0.146781616,5.00027771,3.535058999,5.441385317,3.237798961,0.087286734,0.868658248,2.234519489
0001282977-17-000012,GREENHILL & CO INC,6211.0,US,NEW YORK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,26263397.0,ghl-20170930.xml,GHL US,GREENHILL & CO INC,BB,683777152.0,269796000.0,US,Finance-Invest Bnkr/Brkr,,239.182,10.014,12.617,-26.651,-17.13449412,-70.48113857,,-28.71282997,-1.801617874,-89.38644,,,393.03,-9.485,1.524897213,-8.931425831,15.172,267.646,,,,6.9,-4.89370096,-2.555,#VALUE!,#VALUE!,#VALUE!,1.524897213,#VALUE!,0.028848325,#VALUE!,5.93816047
0001564590-17-023064,MGM RESORTS INTERNATIONAL,7011.0,US,LAS VEGAS,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,566138245.0,mgm-20170930.xml,MGM US,MGM RESORTS INTERNATIONAL,BB-,17772611584.0,10887961856.0,US,Casino Hotels,19.14421178,10773.904,2708.972,342.329,1960.286,9.283937785,-17.17426424,59.29077968,13.94779317,2.661769209,12.79403156,-8.398697305,,23474.687,6042.002,4.112996992,7.586362507,2206.411,1499.995,7239375000,2.829258003,668.745,1715.492,10.94344506,-1864.082,0.304779211,2.672369814,3.299330836,4.112996992,2.565240862,0.15922659,0.308390693,1.183644818
0000078003-17-000049,PFIZER INC,2834.0,US,NEW YORK,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,5960707317.0,pfe-10012017x10q_htm.xml,PFE US,PFIZER INC,AA,208713000000.0,52673000448.0,US,Medical-Drugs,50.47006432,52546,19889,14514,21308,0.142590973,10.48131905,197.9994519,-0.526275935,2.028869968,11.96869898,-0.04642026,1.149873924,67105,-33036,13.10210804,-1.204038915,16470,1342,42260139750,12.27272727,1270,13620,18.01680454,-1956,0.389728953,2.124799625,12.96850394,13.10210804,10.72440945,0.259201462,0.629761415,8.420245399
0001628280-17-011516,VICTORY ENERGY CORP,1311.0,US,AUSTIN,1231.0,10-Q,20170930,2017,Q3,0,0,shares,0,shares,,31220326.0,vyey-20170930.xml,VYEY US,VICTORY ENERGY CORP,BB-,75672128.0,128444.0,US,Oil Comp-Explor&Prodtn,,0,-2.099146,-1.93814,-20.720286,-40.82939458,-9.539301046,-862.3471692,,,-27.89143083,-32.54515005,,0.138839,-1.732095,-102.5524452,0,-1.93814,0.024383,,-5.730141085,0.338236,-2.190467,-30.72856491,0,#VALUE!,#VALUE!,-5.730141085,-102.5524452,-6.476149789,#DIV/0!,#VALUE!,#DIV/0!
0000354950-17-000046,HOME DEPOT INC,5211.0,US,ATLANTA,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,1167748619.0,hd-20171029.xml,HD US,HOME DEPOT INC,A,214843000000.0,101964000000.0,US,Retail-Building Products,8.414929041,100904,16743,10134,8630,6.523192645,7.080492002,10.43095005,6.669485702,6.652425594,8.720779221,10.05404047,13.79884893,42254,-821,16.8950555,-43.42255892,12031,3595,24960000000,11.36071766,1057,14681,34.96633924,-1897,0.482011218,1.490772263,11.38221381,16.8950555,13.88930937,0.145494728,0.590713305,6.342119135
0000027419-17-000034,TARGET CORP,5331.0,US,MINNEAPOLIS,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,543572649.0,tgt-20171028.xml,TGT US,TARGET CORP,A,40317718528.0,71879000064.0,US,Retail-Discount,0,71879,6757,4390,2934,3.428974329,-7.004265859,7.197661673,3.430462623,-0.258895892,-7.018026696,-11.09662366,-1.781453697,38217,10927,9.966076696,1.060400842,6923,2643,10322643000,10.15102639,666,4312,14.29779992,-2533,0.670661574,1.527696167,10.39489489,9.966076696,6.474474474,0.059989705,0.270106052,2.733122779
0000896878-17-000170,INTUIT INC,7372.0,US,MOUNTAIN VIEW,731.0,10-Q,20171031,2018,Q1,0,0,shares,0,shares,,255649800.0,fy18q110-qdocument_htm.xml,INTU US,INTUIT INC,A-,48766107648.0,5433999872.0,US,Applications Software,,5177,1631,1369,971,11.99505359,15.48703574,-1.960784314,10.28973157,7.020980894,10.2027027,22.29813252,5.219182063,2751,37,38.83333333,-2.069418386,1599,529,,51.58064516,31,1395,46.86340895,-230,#VALUE!,#VALUE!,51.58064516,38.83333333,45,0.269461078,#VALUE!,6.952173913
0000935703-17-000053,DOLLAR TREE INC,5331.0,US,CHESAPEAKE,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,237096516.0,dltr-20171028.xml,DLTR US,DOLLAR TREE INC,BBB-,22466758656.0,22245499904.0,US,Retail-Discount,,22245.5,2610.3,878.3,1714.3,7.367633573,11.44174529,91.26408569,7.366597166,40.40683971,11.44174529,27.52080451,13.02419183,8202.8,-947.7,9.110994764,-5.991347473,1510.2,1097.8,6032000000,,,1999.1,14.09762362,-631.9,0.250364721,2.310845497,#VALUE!,9.110994764,#VALUE!,0.089865366,0.735358658,2.389935116
0000067215-17-000049,DYCOM INDUSTRIES INC,1623.0,US,PALM BEACH GARDENS,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,30938786.0,dy-20171028.xml,DY US,DYCOM INDUSTRIES INC,BB,3524391936.0,2977873984.0,US,Building-Heavy Construct,6.74385E-15,3066.88,422.915,55.246,157.217,0.802800663,-12.58840648,-3.7014177,14.75516568,19.51322184,13.74369981,11.03430009,38.12524915,1393.998,166.274,25.62344744,3.280260933,256.443,38.608,,,,275.009,11.59507954,-201.197,#VALUE!,#VALUE!,#VALUE!,25.62344744,#VALUE!,0.08967061,#VALUE!,1.274586599
0000098246-17-000284,TIFFANY & CO,5944.0,US,NEW YORK,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,124277409.0,tif-20171031.xml,TIF US,TIFFANY & CO,BBB+,12954678272.0,4169800000.0,US,Retail-Jewelry,,4169.8,1001.4,692.9,370.1,4.19811085,7.701409057,-17.05895539,4.19811085,-0.575122191,7.712165215,8.424369748,4.398757751,5429,3209.1,24.13012048,0.314153336,932.2,970.7,,,,794.5,9.445740157,-239.3,#VALUE!,#VALUE!,#VALUE!,24.13012048,#VALUE!,0.190536716,#VALUE!,3.895528625
0000790703-17-000058,TECH DATA CORP,5045.0,US,CLEARWATER,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,38153237.0,tecd-20171031.xml,TECD US,TECH DATA CORP,BBB-,3130599680.0,36775010816.0,US,Electronic Parts Distrib,56.62826858,36775.011,560.125,904.834,116.641,40.17604276,61.72738271,-40.21322945,40.17604276,11.65389376,61.72738271,38.52349097,5.795897808,10596.696,865.552,6.472141339,1.892328826,1097.069,955.628,1637212000,9.777188589,112.207,410.079,4.225396493,-192.235,0.670083654,2.922940415,9.777188589,6.472141339,3.654665039,0.011151023,0.15450212,5.706916014
0001628280-17-011842,TEEKAY CORP,4412.0,BM,HAMILTON,1231.0,20-F/A,20161231,2016,FY,0,0,shares,0,shares,,86149975.0,tk-20161231.xml,TK US,TEEKAY CORP,B+,902308992.0,1726040000.0,BM,Transport-Marine,,1880.332,465.571,-540.307,-163.276,-22.63261744,-49.83103558,-15.81309442,-19.24946179,-0.442650697,-49.83103558,10919.95378,3.318596278,7955.733,2742.952,1.456730288,7.14793899,513.745,445.452,,1.686068264,268.4,6.7,,-1054.052,#VALUE!,#VALUE!,1.914102086,1.456730288,0.024962742,0.003563201,#VALUE!,0.487400052
0000072333-17-000197,NORDSTROM INC,5651.0,US,SEATTLE,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,166582350.0,jwn-20171028.xml,JWN US,NORDSTROM INC,BBB+,8565979648.0,15477999872.0,US,Retail-Major Dept Store,0,15478,1592,669,437,5.53051201,9.717436251,24.52830189,4.8858169,4.665192172,9.793103448,-13.06715064,-8.20698498,7877,739,11.13286713,3.703653586,1400,1181,2822085000,8.333333333,141,926,14.04551843,-731,0.496087113,1.772666457,9.929078014,11.13286713,6.567375887,0.059826851,0.358269011,1.915184679
0000885639-17-000030,KOHLS CORP,5311.0,US,MENOMONEE FALLS,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,168004787.0,kss-20171028.xml,KSS US,KOHLS CORP,BBB-,10837821440.0,19095000320.0,US,Retail-Regnl Dept Store,0,19095,2407,1019,859,2.188804453,13.53135314,54.77477477,2.188804453,0.147643174,13.48420556,14.04006813,-6.542172344,13340,5426,8.104377104,0.831920383,1691,1308,2315499000,,,1416,10.72837394,-672,0.730296148,0.961985459,#VALUE!,8.104377104,#VALUE!,0.074155538,0.173575637,2.516369048
0001628280-17-011976,SIGNET JEWELERS LTD,5944.0,BM,HAMILTON,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,60516066.0,sig-20171028.xml,SIG US,SIGNET JEWELERS LTD,BB+,2291789056.0,6252999936.0,US,Retail-Jewelry,10.19990405,6253,783.3,1703.1,519.3,-2.424942263,-17.72058824,-4.399852725,-2.424942263,3.199608935,-17.72058824,-21.29462385,4.085285208,4536.4,1810.2,15.60358566,0.621878716,1940.5,225.1,730050000,,,579.9,12.65176425,-237.4,2.658037121,0.932018384,#VALUE!,15.60358566,#VALUE!,0.092739485,0.160931576,8.173967987
0001613103-17-000047,MEDTRONIC PLC,3845.0,IE,DUBLIN,430.0,10-Q,20171031,2018,Q2,0,0,shares,0,shares,,1353498000.0,mdt-20171027.xml,MDT US,MEDTRONIC PLC,A,115952000000.0,29725000192.0,IE,Medical Instruments,,29710,8247,5626,4028,1.239739791,11.50147929,-29.27689594,3.041653661,21.49894847,1.676735298,1.438363978,6.785719493,37894,-11506,7.272486772,-2.455064316,6880,4967,21858569882,6.220614828,1094,5330,3.407982985,-1254,0.314750692,2.650487436,6.288848263,7.272486772,4.87202925,0.179400875,0.576834588,5.486443381
0001310067-17-000028,SEARS HOLDINGS CORP,5311.0,US,HOFFMAN ESTATES,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,107613718.0,shld-20171028.xml,SHLD US,SEARS HOLDINGS CORP,CCC-,410238144.0,16702000384.0,US,Retail-Major Dept Store,,16702,-98,-1922,-383,-24.55506369,93.88646288,82.75551553,-24.55506369,-18.63862806,93.88646288,-2.340090904,,5825,-5160,-0.237864078,-0.800775194,-1842,182,3775655531,-3.411111111,539,-430,11.74126702,-80,-0.487862302,-38.52709726,-3.417439703,-0.237864078,-0.797773655,-0.02574542,0.648181207,-23.025
0000769397-17-000057,AUTODESK INC,7372.0,US,SAN RAFAEL,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,220266822.0,adsk-10312017x10q_htm.xml,ADSK US,AUTODESK INC,BBB,29783476224.0,2056600000.0,US,Computer Aided Design,63.99883303,2056.6,-400.7,-49.8,-566.9,1.260462826,-11.18201998,2.611235183,1.260462826,-5.984993062,-11.18201998,4.048007209,,2466.3,-1903.3,-7.338827839,-0.83328955,0.9,1078,1600000000,,,-509.1,-29.31557967,-50.7,0.0005625,-3.993012229,#VALUE!,-7.338827839,#VALUE!,-0.247544491,0.648745084,0.017751479
0000794619-17-000168,AMERICAN WOODMARK CORP,2430.0,US,WINCHESTER,430.0,10-Q,20171031,2018,Q2,0,0,shares,0,shares,,16045712.0,amwd-20171031.xml,AMWD US,AMERICAN WOODMARK CORP,BB,1483407232.0,1103124000.0,US,Bldg&Construct Prod-Misc,0,1030.248,126.92,55.269,71.199,8.957620941,-0.005719655,-8.691965548,8.785538174,12.37800713,15.78601664,22.47198562,,501.273,352.449,211.5333333,-1.855952117,77.08,176.978,,87.0960452,0.885,108.238,6.59558596,-21.811,#VALUE!,#VALUE!,87.0960452,211.5333333,122.3028249,0.105060141,#VALUE!,3.533996607
0000745732-17-000034,ROSS STORES INC,5651.0,US,DUBLIN,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,382145997.0,rost-20171028.xml,ROST US,ROSS STORES INC,A-,31566600192.0,14134731776.0,US,Retail-Apparel/Shoe,,14134.732,2361.559,1309.855,1362.753,9.854658792,12.17960259,21.92977433,9.854658792,8.584063513,12.17960259,14.33479682,10.18649657,5722.051,3049.308,130.4368407,0.130182651,1681.278,1290.294,,85.96809327,18.847,2048.396,42.67470511,-371.423,#VALUE!,#VALUE!,89.20666419,130.4368407,108.6855202,0.144919338,#VALUE!,4.526585591
0000768835-17-000102,BIG LOTS INC,5331.0,US,COLUMBUS,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,42032765.0,big-20171028.xml,BIG US,BIG LOTS INC,BBB,1815967104.0,5270979840.0,US,Retail-Discount,0,5270.98,418.446,107.623,189.832,1.356443177,13.57143439,24.21284058,1.356443177,0.602395643,13.56526978,15.08082644,1.207227679,1651.726,669.587,69.84576865,0.29839289,250.368,51.176,,37.30710773,6.711,301.353,21.91970775,-142.745,#VALUE!,#VALUE!,37.30710773,69.84576865,44.90433616,0.057172101,#VALUE!,1.753952853
0000014707-17-000043,CALERES INC,3140.0,US,ST LOUIS,131.0,10-Q,20171031,2017,Q3,0,0,shares,0,shares,,42979137.0,cal-20171028.xml,CAL US,CALERES INC,BB,1557010432.0,2785584000.0,US,Retail-Apparel/Shoe,6.528577131,2785.584,204.101,146.655,87.2,7.993989272,22.13133392,32.80940632,7.993989272,2.764138497,22.13133392,8.689323012,12.70198924,1150.247,379.794,12.36975758,0.521969439,191.375,64.047,200000000,10.57963403,18.089,140.031,8.733734208,-44.72,0.956875,0.979907007,10.57963403,12.36975758,7.741223948,0.05026989,0.173875698,4.279405188
